moonshot,экспериментальный проект,,0,
grasp,понять / осознать,,0,
alternate,чередоваться / чередовать / сменять друг друга,,0,
i bag your pardon,я прошу прощения,,0,
not so far,пока нет,,0,
unexpected,неожиданный,,0,
arouse,возбуждать,,0,
as to what,относительно того / что,,0,
wedding ring,обручальное кольцо,,0,
elaborate,конкретизировать,,0,
get to,приниматься за что-л.. добраться до чего-л.. исчезать (куда-л.). быть понятым. трогать чьи-л. чувства,,0,
honestly believe,искренне верим /,,0,
disparagingly,уничижительно,,0,
counsel,совет / давать совет,,0,
life goes by,жизнь проходит мимо,,0,
nosy,пронырливый,,0,
rainbow,радуга,,0,
Utterly,чрезвычайно. крайне,,0,
actually,на самом деле,,0,
refund,возмещать,,0,
let alone,не говоря уже о,,0,
result in,вызывать (быть причиной) / приводить к,,0,
convey,передавать,,0,
deeds,дела,,0,
exaggeration,преувеличение,,0,
permissible,допустимый,,0,
flip-flops,вьетнамки,,0,
shining,яркий,,0,
left-most,левый наиболее,,0,
circa,около / приблизительно,,0,
distractions,отвлечение внимания,,0,
way off,пальцем в небо / грубо ошибся (лась),,0,
I'm pretty much,я в значительной степени,,0,
dependent,подвластный,,0,
in winter,зимой,,0,
cutting edge,передовой / прогрессивный,,0,
stranded,в затруднительном положении.,,0,
criss-crossed,крест-накрест,,0,
watch out for,следить за. следить за,,0,
down with,Долой,,0,
misconduct,плохо исполнять свои обязанности,,0,
inane,бессмысленный,,0,
out of order,вышел из строя / не работает,,0,
inconsequential,незначительный,,0,
usability,доступность для использования,,0,
leaves,листья,,0,
raise and lower,поднимать и опускать,,0,
inheritance,получение наследства,,0,
carry out,Выполнять,,0,
until October,до октября,,0,
shiny,блестящий / солнечный,,0,
after all,в конце концов,,0,
they alone grass the other up,они одни травят друг друга,,0,
walkthroughs,пошаговые руководства,,0,
prior to,до / до момента / перед,,0,
steep,крутой / отвесный,,0,
put a stop to it,положить этому конец,,0,
ankles,лодыжки,,0,
I've got to sort it out!,Я должен разобраться!,,0,
fitting,Подходящий,,0,
justify,оправдывать / находить оправдание,,0,
strive for,стремиться / прилагать усилия к чему-л.,,0,
conceive,постигать,,0,
assess,оценивать,,0,
fuse,предохранитель,,0,
comprehension,понимание,,0,
bias,предубеждение,,0,
get into,войти / проникнуть куда-л.. вкладывать / втискивать что-л. куда-л.. быть принятым (в учебное заведение). приобретать / появляться (о привычках). попадать в какое-л. положение. начинать. заинтересоваться чем-л. / начать заниматься чем-л.,,0,
during,во время,,0,
bunch,сбивать в кучу,,0,
sharp as a tack,проницательный / прозорливый / дальновидный. сообразительный,,0,
neatly,аккуратно,,0,
ravines,овраг / ущелье,,0,
воздерживаться,refrain / abstain,,0,
as opposed to,в противовес / по сравнению с. в отличие от. по сравнению с. в отличие от,,0,
i set it up,Я начал все это,,0,
run into,встречать (случайно),,0,
Surely you saw them,Неужели ты их не видел?,,0,
on Monday,в понедельник,,0,
title,заголовок статьи,,0,
sunrise,восход,,0,
someday,когда-нибудь,,0,
possess,владеть,,0,
dying for,умирать от желания,,0,
court,суд / двор / судья,,0,
walk over to,подойти / приблизиться к (чему-л./кому-л.),,0,
find out translation and interesting examples of make a go of it in russian with #reverso context http://context.reverso.net/translation/english-russian/make%20a%20go%20of%20it,узнайте перевод и интересные примеры make a go of it на русском языке с контекстом #reverso http://context.reverso.net/translation/english-russian/make%20a%20go%20of%20it,,0,
bring up,воспитывать. выращивать. воспитать.,,0,
differ,отличаться,,0,
twice,дважды,,0,
when,когда,,0,
particular,конкретный,,0,
turns out,оказывается,,0,
boundaries,границы,,0,
elaborate,продуманный / детально разрабатывать / тщательно разрабатывать,,0,
congestion,скопление / застой,,0,
as to,относительно / что касается,,0,
pedantic,педантичный,,0,
connection,соединение. родство,,0,
grasp,охватить. понимание,,0,
under the circumstances,при данных обстоятельствах / в этих условиях,,0,
so what,ну и что?,,0,
guilty,виновный / виноватый,,0,
come off,оторваться,,0,
negligence,небрежность,,0,
What gave you that idea?,Что навело тебя на эту мысль?,,0,
get away,ускользнуть / уходить,,0,
chasm,пропасть,,0,
pay off,окупаться,,0,
tomorrow,завтра,,0,
sustain,поддерживать,,0,
in person,лично / собственной персоной,,0,
pan-enterprise,Пан-предприятие,,0,
archive,архивировать,,0,
in response to,в ответ на / в соответствии с. в ответ на,,0,
appearances can be deceiving,внешность (бывает) обманчива,,0,
in terms of,с точки зрения / исходя из / на основе,,0,
sprawl,растягиваться / расползаться во все стороны,,0,
exalt,возвышать / превозносить / возвеличивать,,0,
overcome,преодолеть,,0,
are disregarded,не учитываются,,0,
What's the use of worrying?,Какой смысл переживать?,,0,
so for,Таким образом / для,,0,
to have in common,иметь что-то общее,,0,
lure,завлекать,,0,
subvert,свергать,,0,
behold,созерцать / смотреть,,0,
fulfill,выполнять / исполнять / осуществлять,,0,
guilt,вина / чувство вины,,0,
fruitful,плодотворный,,0,
hanging around,слоняться / околачиваться / торчать,,0,
substitute,заменитель / замена / заменять / замещать,,0,
heed,внимание / осторожность / внимательно следить / обращать внимание,,0,
We shouldn’t have to put up with,мы не должны мириться с,,0,
brainwave,блестящая идея,,0,
get over,справиться,,0,
automatically,автоматически,,0,
comfort,утешать,,0,
hypothetical,предположительный,,0,
integrity,целостность. честность,,0,
uncle,дядя,,0,
tread,шагать / ступать,,0,
distinguish,различать,,0,
strain,напряжение,,0,
handful,горстка,,0,
vexed,раздосадованный,,0,
seize,схватить,,0,
top tips,Лучшие советы,,0,
even though,хотя. даже если  / хотя,,0,
conversely,наоборот / обратно,,0,
permit,разрешение,,0,
niece,племянница,,0,
outstanding,выдающийся,,0,
squeeze,сжимать,,0,
mind your own business,не твое дело / не лезь не в свое дело / занимайся своим делом,,0,
drawbacks,недостатки,,0,
occupation,занятие / профессия,,0,
male,мужчина,,0,
vulnerability,уязвимость,,0,
by this time,к этому времени,,0,
dignity,достоинство / гордость. гордость,,0,
superficial,поверхностный,,0,
advantage,преимущество,,0,
pry,выведывать,,0,
error,ошибка,,0,
sense of relief,чувство облегчения,,0,
balk,препятствовать,,0,
indifference,равнодушие,,0,
recklessness,безрассудство,,0,
give an opinion,высказать мнение,,0,
every dog has his day,Всему своё время,,0,
What is it taking so long?,Почему так долго? / Что так задерживает?,,0,
cut off,отрезать,,0,
at the moment,в данный момент,,0,
April,апрель,,0,
modesty,скромность,,0,
January,январь,,0,
suppose,полагать / предполагать,,0,
every now and again,время от времени / то и дело / иногда / изредка / нет-нет да и. Время от времени,,0,
undoing,гибель,,0,
Wednesday,среда,,0,
wept,плакать,,0,
substitute,заменитель / замена / заменять / замещать,,0,
fill out,заполнять (форму),,0,
suspiciously low,подозрительно низкий,,0,
technology,технология,,0,
laid-off,уволен,,0,
overlook,игнорировать / проглядеть / упускать из виду,,0,
got into,сел в / попал в,,0,
What is it to you?,А тебе какое дело?,,0,
flawlessly,безотказно,,0,
scrupulous,скрупулезный / щепетильный,,0,
proficient,опытный,,0,
follow up,преследовать упорно / доводить до конца / завершать,,0,
I may be out late,Возможно / я задержусь допоздна.,,0,
affection,привязанность,,0,
loot,награбленное добро,,0,
sustaining,поддерживающий,,0,
hopeful,надеющийся,,0,
is backed up by,поддерживается,,0,
nail down,поймать на слове. закрепить / подкрепить. выразить точно,,0,
see fit,считать нужным / найти целесообразным,,0,
unprecedented,беспрецедентный,,0,
bring around,переубедить,,0,
deranged,ненормальный,,0,
towed,буксировать,,0,
distraction,отвлечение / развлечение,,0,
if you will,если хотите / как пожелаете,,0,
birch sap,березовый сок,,0,
naps,вздремнуть,,0,
for the sake of,ради / для,,0,
making a big deal about this,сделать большое дело об этом,,0,
clenches his jaw,стискивает челюсти,,0,
it's a no-go,это никуда не годится,,0,
berely,едва ли,,0,
behalf,от чего-то имени,,0,
half-brother,единокровный брат,,0,
stomach,живот,,0,
eliminated,ликвидированный,,0,
riot,восстание,,0,
lose-lose,проигрышная ситуация для всех сторон,,0,
right up your street,точно для тебя / по вашей части,,0,
obliged,обязанный,,0,
decent,порядочный,,0,
revoked,объявлено недействительным,,0,
throat,горло,,0,
mistreat,жестоко обращаться,,0,
we can approach it,мы можем подойти к нему,,0,
I like best,мне больше всего нравится,,0,
craftily,хитро / обманным путем,,0,
impatient,нетерпеливый,,0,
rage,свирепствовать / неистовствовать,,0,
the final straw,последняя капля,,0,
conceive of,представлять себе,,0,
what are you up to,что ты задумал,,0,
May,май,,0,
obstruction,препятствие,,0,
pot,чайник / котелок / кофейник,,0,
moderately,умеренно,,0,
Reach out,протянуть руку / добиться,,0,
passage,проход,,0,
not too long ago,не так давно,,0,
treaty,договор,,0,
cheerful,весёлый,,0,
spectacular,впечатляющий,,0,
mark as read,отметить как прочитанное,,0,
breakthroughs,достижения,,0,
fair,справедливый / по-честному,,0,
sum it up,подводить итоги,,0,
As of Sunday,по состоянию на воскресенье,,0,
loyalty,преданность,,0,
registered,зарегистрированный,,0,
i fall for it,я попалась на эту удочку,,0,
slush,слякоть,,0,
looks good to me,выглядит хорошо для меня,,0,
cut through,срезать путь,,0,
trying,утомительный / трудный / мучительный / раздражающий / докучливый,,0,
create,создавать,,0,
confidently,уверенно,,0,
expanse,пространство,,0,
buffet,шведский стол,,0,
whether,либо,,0,
masterpiece,шедевр,,0,
temptation,искушение,,0,
chuckles at me,посмеивается надо мной,,0,
bunch,сбивать в кучу,,0,
solitude,одиночество,,0,
Do you think I don't know what's been going on behind my back?,Думаешь / я не знаю / что творится у меня за спиной?,,0,
function,функция,,0,
refunded,возвращены,,0,
go along,продвигаться,,0,
at fault,по вине,,0,
at a time,за один раз / единовременно,,0,
contribute to,способствовать / вносить вклад в,,0,
anger,злость,,0,
refrain,воздерживаться / сдерживаться,,0,
not at all,нисколько / отнюдь / ничуть,,0,
spring,весна,,0,
at times,иногда / временами,,0,
fry-up,яичница с добавками,,0,
it's not the point,дело не в этом,,0,
meticulous,мелочный,,0,
destiny,судьба,,0,
hoisted,поднимать,,0,
configuration,конфигурация,,0,
put upon,эксплуатировать / садиться на шею,,0,
levelheaded,рассудительный,,0,
thanks / i'm looking over,спасибо / я смотрю,,0,
from now on,отныне / с этого момента / с этих пор,,0,
propagate,распространить,,0,
fry,жарить,,0,
slim,тонкий,,0,
due to which,благодаря которой,,0,
stall,застревать,,0,
quite the opposite,совсем наоборот,,0,
Sleep over,переночевать. оставаться с ночёвкой. переночевать,,0,
threat,угроза,,0,
What have I got to do?,А что мне еще остается делать?,,0,
genuine,настоящий,,0,
abide,подчиняться,,0,
considering,принимая во внимание,,0,
is nearing,близится,,0,
coerce,заставить,,0,
sometimes,иногда,,0,
obstacle,препятствие,,0,
Conversely,наоборот,,0,
on occasion,при случае / иногда. время от времени,,0,
serenity,спокойствие,,0,
insight,понимание,,0,
rare,редкий,,0,
peliculator,пеликулятор,,0,
faith,вера,,0,
at the very tail end,в самом хвосте,,0,
camber,изогнутость,,0,
daring,смелость / дерзание / отвага,,0,
out of it,в результате,,0,
hang about,слоняться / околачиваться,,0,
considered,считается,,0,
skimp on,экономить на,,0,
meantime,тем временем,,0,
look into,разобраться / рассматривать,,0,
Hold out,держаться до конца,,0,
torn and battered,разорванный и потрепанный,,0,
ignorance is bliss,меньше знаешь — крепче спишь,,0,
appreciate,оценивать. оценивать,,0,
congestion,затор,,0,
accomplish,Выполнять,,0,
scare,пугать,,0,
can you manage it?,Справишься ты с этим?,,0,
due in part to,отчасти из-за,,0,
Thursday,четверг,,0,
disembark,высаживаться,,0,
to brief,ввести в курс дела,,0,
conceal,скрывать,,0,
open up,открыть (возможность)  / предоставить (условия),,0,
shone,сиять,,0,
available format,доступный формат,,0,
exertion,усилие / старание,,0,
cohesive,связанный. образующий единое целое,,0,
uncomfortable,неудобный,,0,
reside,обитать,,0,
arbitary,произвольный,,0,
mediocre,посредственный,,0,
decline,отказываться,,0,
substitute,заменять. использовать вместо чего-л,,0,
climb,подниматься,,0,
stay put,оставаться неизменным / оставаться верным,,0,
invincible,непобедимый,,0,
right up,вплоть до,,0,
extrapolate,экстраполировать,,0,
enter,ввод,,0,
attendant,сопутствующий,,0,
one-up,иметь преимущество / обыгрывать,,0,
fares,тарифы,,0,
you could say that,можно сказать и так/допустим,,0,
authorization,авторизация,,0,
cowardice,малодушие / робость,,0,
bring on,вызывать / навлекать,,0,
genuine,подлинный / истинный,,0,
share,совместно использовать,,0,
не говоря уже о,not to mention / needless to say / let alone / apart from,,0,
burst,взрыв / вспышка / лопнуть,,0,
furnish proof,предоставьте доказательства,,0,
altogether,В общем,,0,
at late notice,при позднем уведомлении,,0,
spread out,растягивать / развертывать / расширять,,0,
widespread breakage,широко распространенные поломки,,0,
Bogus,фиктивный,,0,
granny,бабушка,,0,
dramatic climax,драматической кульминации,,0,
Need to run an errand,нужно выполнить поручение,,0,
go all the way,идти до конца,,0,
moderate,умеренный,,0,
overseen,надзирать,,0,
autumn,осень,,0,
amiss,неверно,,0,
What makes you so sure?,Почему вы так уверены?,,0,
Zoom out,уменьшить масштаб,,0,
drastically,кардинально,,0,
captivating,Пленительный,,0,
complied,подчиняться / исполнять / исполнять просьбу,,0,
desperate,отчаянный,,0,
obstacles,препятствия,,0,
wedding,свадьба,,0,
infer,делать заключение,,0,
creepy,жуткий,,0,
let somebody down,разочаровывать / подводить кого-либо,,0,
stand up to you,противостоять тебе,,0,
of sorts,своего рода,,0,
harden,закалять,,0,
peripheral vision,периферическое зрение / периферийное зрение / боковое зрение,,0,
chipping,откалываться,,0,
identify inconsistencies,выявление несоответствий,,0,
urged,убеждать / настаивать на,,0,
never cease,никогда не перестает,,0,
fascination,очарование,,0,
biased,предвзятый,,0,
as a consequence,как следствие,,0,
dull,тусклый / унылый,,0,
take for granted,Принимать как должное,,0,
comb,расческа,,0,
consensus,консенсус,,0,
handle,справиться,,0,
plains,равнины,,0,
for the sake of,ради / для,,0,
demand,требовать,,0,
resort,прибегать,,0,
impose,навязывать,,0,
check in on you,проверить как ты,,0,
operating system,операционная система,,0,
get the ball rolling,сдвинуться с мертвой точки / начать,,0,
gaze,взор / пристально глядеть / вглядываться,,0,
bilateral talks,двусторонние переговоры,,0,
oversight,недосмотр. надзор,,0,
clause,пункт / оговорка / статья,,0,
consistent,последовательный,,0,
hindsight,взгляд в прошлое!,,0,
truthful,правдивый,,0,
metonymically,метонимически,,0,
brave heart,смельчак,,0,
one-up,иметь преимущество / обыгрывать,,0,
bring about,приводить к чему либо. осуществлять / вызывать / быть причиной,,0,
densely,плотно,,0,
twin-brother,брат-близнец,,0,
butt,задница,,0,
zoom in,увеличить масштаб,,0,
intrude,вторгаться,,0,
menace,угроза / опасность,,0,
look back,Вспоминать,,0,
profitable,прибыльный,,0,
coherent,связный,,0,
deck,палуба,,0,
dwell on,останавливаться на чём-либо,,0,
somehow,как-нибудь,,0,
stolen,украл,,0,
contemn,презирать,,0,
redundant,излишний,,0,
fall out,ссориться / рассориться,,0,
tend,иметь склонность,,0,
snoop,шпионить / совать нос в чужие дела,,0,
winter,зима,,0,
postpone,откладывать,,0,
обочина,curb / verge,,0,
nor do i,я тоже нет,,0,
nonchalant,беззаботный,,0,
reflect,размышлять,,0,
melted,топленый,,0,
presence,присутствие,,0,
dwarf,мешать росту / останавливать развитие,,0,
Self education is the only kind of education there is,Самообразование это единственный вид образования,,0,
inoffensive,безобидный,,0,
refers to,относиться к,,0,
lastly,наконец,,0,
essentially,по существу,,0,
claims,претензий,,0,
March,март,,0,
burst,прорываться / ворваться,,0,
adamant,непреклонный,,0,
install,устанавливать,,0,
dazzle,ослеплять / ослеплять ярким светом,,0,
long,страстно желать / стремиться,,0,
wink,подмигивать,,0,
the pay grade,уровень заработной платы,,0,
sibling,брат или сестра,,0,
ashamed,пристыженный,,0,
interest,интересовать,,0,
incentives,средства поощрения,,0,
be resigned to,смириться с,,0,
fertile,изобильный / изобилующий,,0,
pressure,давление,,0,
out of it,в результате,,0,
set off,отправляться,,0,
countryside,деревня,,0,
wait up,подождать / дождаться,,0,
take under,помогать / протеже,,0,
suspended,приостановленный,,0,
crave,страстно желать,,0,
condemn,осуждать / порицать,,0,
take it down,записать / отключить / замочить. записать / отключить / захватить,,0,
unfounded,необоснованный,,0,
on Mondays,по понедельникам,,0,
outage,перебой в работе,,0,
referring,относящийся,,0,
determined,решительный,,0,
prettily,красиво,,0,
negligence,халатность / небрежность,,0,
resemble,походить. походить,,0,
take to,привыкнуть / привязаться,,0,
future,будущее,,0,
downplay,преуменьшать,,0,
precaution,предосторожность,,0,
held,держал,,0,
literally,буквально,,0,
sweet,сладкий. Добрый,,0,
hand over,передавать / вручать,,0,
customer table updated for 1.83 s,настольный клиент обновляется 1.83 с,,0,
follow up,преследовать упорно / доводить до конца,,0,
possibly,по возможности,,0,
great-aunt,двоюродная бабушка,,0,
faux,искусственный,,0,
sacramental,сакраментальный,,0,
at last,наконец,,0,
vehicle,транспортное средство,,0,
wore,носил,,0,
Who are they to judge us?,Кто они такие / чтобы судить нас?,,0,
lazy,ленивый,,0,
conceivably,предположительно,,0,
harmful,вредный,,0,
presumption,основание для предположения,,0,
multiplied,умноженный,,0,
stand,терпеть,,0,
sake of,ради чего-то,,0,
clever,умный,,0,
spooky,жуткий,,0,
double-click,двойной щелчок мышью,,0,
contrary,Вопреки,,0,
deprivation,лишение / потеря,,0,
follies,глупости,,0,
affirmative,утвердительный,,0,
proud,гордый / высокомерный,,0,
fulfilling,приносящий удовлетворение,,0,
rule out,вычеркивать / исключать. мешать / препятствовать,,0,
taking a toll,негативно сказывается,,0,
prosperity,процветание / достаток,,0,
disease,болезнь,,0,
rival,соперничать / конкурировать,,0,
redeem,искупать / избавлять,,0,
pigeon pair,мальчик и девочка,,0,
misgiving,опасение / предчувствие дурного,,0,
whome,кого / кому,,0,
helpless,беспомощный,,0,
delight,восторг,,0,
descendant,потомок,,0,
marriage,брак,,0,
undermines,подрывать дружбу,,0,
forge,кузница,,0,
web hosting,хостинг,,0,
reconciliation,примирение,,0,
bring off,успешно завершать,,0,
patient,терпеливый,,0,
come along,сопровождать / соглашаться,,0,
opt for,делать выбор в пользу,,0,
tangible,осязаемое,,0,
skidding,занос / боковое скольжение,,0,
densely,плотно / густо,,0,
shriek,визг,,0,
get by with,обойтись,,0,
for the first time,в первый раз / впервые,,0,
neighbourhood,окрестности,,0,
fork,вилка,,0,
впоследствии,subsequently / afterwards,,0,
consider this,подумай над этим,,0,
inconsiderate,неосмотрительный. опрометчивый,,0,
to be shy of,не хватает,,0,
suite,комплект,,0,
lifelong,пожизненный,,0,
what's the scoop?,в чем там дело?,,0,
affair,дело / связь,,0,
coin has landed,монета приземлилась.,,0,
necessarily,обязательно,,0,
for a while,некотрое время,,0,
data storage,накопление данных,,0,
unacceptable,неприемлемый,,0,
as though,как будто,,0,
cohesive,связующий,,0,
fallacy,заблуждение,,0,
substitution,подстановка,,0,
rake,разгребать / грабли,,0,
prominent,известный / видный / выдающийся,,0,
server,сервер,,0,
stick together,держаться вместе. склеивать(ся) / слипаться,,0,
compelling,захватывающий,,0,
ought,должен,,0,
found guilty,признанный виновным,,0,
deem,полагать,,0,
arbitrary,произвольный,,0,
tailor,портной,,0,
longing,стремление,,0,
was prompted by,был вызван,,0,
humid,влажный / сырой,,0,
deviation,отклонение,,0,
flipside,обратная сторона,,0,
has nothing to do,не имеет ничего общего,,0,
grip,цепкость ума,,0,
put up,воздвигать / водружать,,0,
cope,справиться,,0,
shortly after,вскоре после,,0,
overhead,Накладные расходы,,0,
sour,кислый,,0,
last year,прошлый год,,0,
conceptually,В принципе,,0,
live up to,жить / действовать согласно (принципам и т. п.) {act up to}. быть достойным (чего-л.) / оправдывать надежды,,0,
God forbid,боже упаси / не дай Бог,,0,
where appropriate,В случае необходимости,,0,
westward,западное направление,,0,
shortly,вскоре / незадолго,,0,
superiors,начальство,,0,
occupy,захватывать,,0,
demeans,унижать,,0,
gamble,играть в азартные игры,,0,
alone are not enough,недостаточно,,0,
yield,производить,,0,
rub,тереть,,0,
treasonous,предательский,,0,
accordingly,соответственно,,0,
audible,внятный,,0,
sort of,вроде как / как бы / отчасти,,0,
depict,изображать,,0,
agenda,повестка дня,,0,
stared,пялиться / глазеть,,0,
опрометчивый,reckless,,0,
over a cup of tea,за чашкой чая,,0,
tramp,бродяга,,0,
knees,колени,,0,
defer,откладывать,,0,
trickles,струйка / сочиться,,0,
Care for another?,Еще что-нибудь?,,0,
give feedback,осуществлять обратную связь,,0,
sister,сестра,,0,
Ever since,С тех пор как,,0,
prolong,продлевать,,0,
have a link to,иметь связь с. есть ссылка на,,0,
genuinely,искренне,,0,
virtue,достоинство,,0,
clue,ключ к разгадке,,0,
insult,оскорблять,,0,
big deal,Подумаешь! Не важно!,,0,
have you met?,Вы знакомы?,,0,
valuable,ценный,,0,
call it out,сообщить об этом,,0,
prevail,преобладать,,0,
now,теперь,,0,
What's the hold-up?,За чем дело стало?,,0,
by far,безусловно / безоговорочно,,0,
hesitance,нерешительность,,0,
iffy,сомнительный,,0,
evolve,развиваться,,0,
consecutive,последовательный,,0,
unassuming,скромный,,0,
meticulous,дотошный,,0,
feel under the weather,плохо себя чувствовать,,0,
all around the world,по всему миру,,0,
assertive,настойчивый самооуверенный,,0,
shrink,сокращать,,0,
dilute,разбавлять,,0,
treatment,лечение. обращение (of - с кем-л.). обработка. трактовка / рассмотрение,,0,
little bit more advanced,чуть более продвинутые,,0,
anticipation,ожидание,,0,
in this regard,в этом отношении,,0,
premise,предположение,,0,
mound,насыпь,,0,
is held,проводится,,0,
it only gives out so much,это только дает так много,,0,
agreed!,По рукам! / Решено!,,0,
i'm nearly certain that,я почти уверен / что,,0,
attain,достигать,,0,
notion,понятие,,0,
inclination,склонность,,0,
crisis of conformity,кризис соответствия,,0,
outset,начало. начало,,0,
embed,встраивать,,0,
opposite,напротив / против,,0,
power,мощность,,0,
anticipated,ожидаемый,,0,
convey,передавать,,0,
передавать дальше,pass on,,0,
proponent,сторонник,,0,
skyrocketing,быстрый рост цен или курсов акций,,0,
delude,обманывать / вводить в заблуждение,,0,
humility,смирение,,0,
useless,бесполезный,,0,
What is this all about?,В чем дело,,0,
curious,любопытный,,0,
coming along,Идёшь со мной?,,0,
under no circumstances,ни при каких обстоятельствах. ни при каких условиях,,0,
stepparent,приемный родитель,,0,
enact,вводить в действие / предписывать,,0,
minute,минута,,0,
disposal,удаление / распоряжение,,0,
incidentally,между прочим,,0,
lengthy,очень длинный. растянутый,,0,
come in handy,пригодиться,,0,
crack,трещина / щель / давать трещину / раскалывать,,0,
retain,удерживать / сохранять,,0,
mother,мать,,0,
correspondingly,соответственно,,0,
sample,образец,,0,
compute,вычислять,,0,
get away with ir,уйти с ИК,,0,
plausibility,правдоподобие,,0,
get lost,потеряться (заблудиться),,0,
likelihood,вероятность,,0,
dues,сборы / пошлины,,0,
What makes you think that ...?,Почему ты думаешь / что ...?,,0,
good,хороший,,0,
bring down,свалить / сломать / победить (врага / оппонента),,0,
adopt the agenda,принять повестку дня,,0,
kin,родственники,,0,
to pull the plug,прекратить поддержку / перекрыть кислород,,0,
February,февраль,,0,
held,состоялось,,0,
Why is it,В чем причина того / что..?,,0,
objective,цель,,0,
overtaken,догонять / настигать,,0,
just a heads up,Это Вам так...для информации,,0,
inconsiderately,бесцеремонно,,0,
dull,скучный,,0,
divination,предсказание,,0,
Is that why they didn't invite us?,Так вот почему они не пригласили нас ?,,0,
greed,алчность,,0,
flawlessly,безукоризненно,,0,
admission,вход,,0,
considerable,значительный,,0,
most notably,в первую очередь,,0,
tears,слезы,,0,
apogee,Апогей,,0,
most definitely,определенно / совершенно определенно. более чем / определенно,,0,
making way,работа спорится / процесс идет,,0,
swerving,сворачивать в сторону / отклоняться от прямого пути,,0,
shabby,потрепанный,,0,
jollies,наслаждение / возбуждение (в т.ч. сексуальное),,0,
misleading,вводящий в заблуждение,,0,
case-sensitive,с учетом регистра клавиатуры,,0,
oblique,косой / наклонный,,0,
affirmatively,утвердительно / конструктивно,,0,
eraser,ластик,,0,
retreat,отступление,,0,
zero out,обнулять,,0,
speech,выступление,,0,
denote,обозначать,,0,
for once,на этот раз,,0,
get down to business,перейти к делу / заняться делом,,0,
move into,перехать(в новый дом),,0,
approve a proposal,одобрить предложение,,0,
stepfather,отчим,,0,
perseverance,настойчивость / упорство / стойкость / усидчивость,,0,
utmost,все возможное / самое большое / наивысший,,0,
tend to,иметь склонность / как правило,,0,
consideration,внимание,,0,
empower,давать возможность. давать возможность. уполномочивать,,0,
it wears you down,это выматывает,,0,
damp,влажный / сырой,,0,
positively encourage,Без сомнения поддерживаем,,0,
stagnation,застой,,0,
rectangle,прямоугольник,,0,
turnover,текучесть рабочей силы,,0,
уязвимый,vulnerable / defenceless,,0,
fury,ярость / гнев,,0,
let up,прекращать / делать паузу / ослабевать,,0,
safe and sound,жив и здоров,,0,
riverbank,берег (реки),,0,
on purpose,умышленно / нарочно,,0,
rinse,промывать,,0,
scarring,Рубцевание,,0,
zoom donw,вниз зум ,,0,
uneven,неровный,,0,
coherently,последовательно / связно,,0,
utter,произносить / вымолвить,,0,
dunk,макать / смочить,,0,
laid-back,спокойный,,0,
reckoned,рассчитывать / принимать во внимание,,0,
coward,трус,,0,
exaggerate,преувеличивать,,0,
relevant,относящийся к делу,,0,
work that remains,работа / которая остается,,0,
conference call,конференция по телефону,,0,
fluid,жидкость,,0,
cues,сигналы,,0,
fault,вина,,0,
what's the catch?,В чем подвох?,,0,
cans,консервная банка,,0,
muffle,заглушить,,0,
undertake,брать ответственность. предпринимать,,0,
once bitten twice shy,пуганая ворона куста боится,,0,
negligence,халатность / небрежность,,0,
impaired,ослабленный / замедленный,,0,
thunder,гром / греметь / громыхать,,0,
Whatsoever,вообще,,0,
walled off,отгородился,,0,
redistribution,перераспределение,,0,
It has to do with,Это имеет отношение к,,0,
tenderness,нежность,,0,
arrive at a decision,принять решение,,0,
reminiscent,напоминающий,,0,
Every day,каждый день,,0,
in for a penny in for a pound,взял за руку — женись,,0,
enroll,вносить в список / регистрировать,,0,
abundant,изобилующий,,0,
set out to,намеревался / решил. намеревался / решил / приступить к чему-либо,,0,
listless,вялый / апатичный,,0,
put him through,соедините с ним,,0,
go into,тщательно рассматривать,,0,
to have a way with,иметь подход к,,0,
gratification,вознаграждение,,0,
bloom,цвести,,0,
polished,полированный,,0,
delightful,очаровательный,,0,
hang around,слоняться,,0,
look after,присматривать,,0,
one-way street,Как метафора игра в одни ворота,,0,
great-grandmother,прабабушка,,0,
underutilized,недоиспользовать,,0,
embroidery,приукрашивание,,0,
November,ноябрь,,0,
doesn’t it,не правда ли,,0,
turn into,превращаться,,0,
infant,младенец,,0,
restlessly,постоянно,,0,
dastardly,подлый,,0,
Is that why / where / what ...?,Так вот почему / где / что...,,0,
admin tasks,задачи администратора,,0,
stepson,пасынок,,0,
run out,заканчиваться,,0,
forgery,подделка / фальсификация,,0,
i am responsible for,я несу ответственность за,,0,
bulky,громоздкий / объемистый,,0,
prone,склонный,,0,
do you mind?,Вы не возражаете?,,0,
renowned,известный,,0,
above all,Прежде всего,,0,
drizzle,моросить,,0,
numbers seems off,цифры вроде,,0,
delude,вводить в заблуждение,,0,
until,до тех пор,,0,
great-uncle,двоюродный дедушка,,0,
confession,признание,,0,
bad manners,плохие манеры,,0,
occupation,профессия,,0,
to be married,вступать в брак,,0,
on site,на месте,,0,
endlessly,бесконечно,,0,
enlighten,просветить / просвещать,,0,
add to list,добавлять в список,,0,
menace,угроза,,0,
ignorance,невежество,,0,
conform,соответствовать. соответствовать,,0,
spark,искра,,0,
terrible,ужасный,,0,
Back up,1. двигаться назад. 2. поддерживать. 3. подстраховывать (в игре).,,0,
comprehensive,Всеобъемлющий. всесторонний. комплексный,,0,
funny,смешной,,0,
embrace,принимать. охватывать,,0,
expose,разоблачать,,0,
